Prompt,Language,Score Level,total word,distance,Hpoint,xmin,alpha,mu,sigma,logtrue,file,pl_s,pl_C,pl_R2,log_d,log_m,log_k,log_R2
7,8,high,324,5.291502622,6,3.0,2.9421984080000003,-7.141239614,2.1075172159999997,0,16073,0.56377262,16.78892864,0.9558100490000001,2.924184398,0.592033254,1.018480983,0.9463050820000001
7,3,high,390,8.888194417000001,6,2.0,2.313710492,-1.5752944930000001,1.5413296159999998,0,16793,0.644093505,26.24330809,0.9737980070000001,3.401464251,0.6974336390000001,1.003776813,0.957250735
2,1,medium,298,8.717797887,5,2.0,2.334380274,-0.7962126409999999,1.321531849,0,17339,0.676789849,21.732792899999996,0.9783506479999999,3.3980418219999997,1.1224062609999998,0.718108583,0.874423976
3,4,low,242,4.795831523,5,2.0,2.35644169,-1.060023102,1.3750200680000002,0,17807,0.612953813,16.733652,0.938259741,3.053374248,0.847037011,0.8573415759999999,0.857851747
1,9,medium,335,18.734994,6,2.0,2.321913767,-0.570871284,1.2660776040000001,0,17845,0.713448344,29.02866845,0.9664387529999999,3.183605599,0.532141642,1.1584140170000001,0.933965335
3,6,high,347,36.38681079999999,6,2.0,2.212410295,-7.100623545,2.6660910319999997,0,18090,0.945049175,45.86874055,0.9434262370000001,4.081727222,1.454456264,0.6711317920000001,0.960866168
2,0,medium,351,17.49285568,5,2.0,2.3185262030000002,-0.291973835,1.1814830729999999,0,18443,0.68877995,25.98570765,0.9592254590000001,3.3464342869999997,0.7961401379999999,0.91613762,0.966716404
2,6,medium,339,8.94427191,7,2.0,2.084842855,0.255825189,1.194851983,0,18553,0.642000687,25.51053284,0.9434865840000001,3.448872816,0.694775453,1.051442754,0.900353579
0,9,medium,329,3.741657387,6,4.0,2.986718863,1.094018615,0.68866176,0,18589,0.548109617,16.72835118,0.918352889,2.969763117,0.556960193,1.073983403,0.90373688
0,1,medium,350,8.94427191,7,2.0,2.256852163,-0.315913488,1.239301417,0,18618,0.603175666,22.14264022,0.9467777940000001,3.091627085,0.467751315,1.2176373740000002,0.951390451
0,10,medium,333,5.656854248999999,6,3.0,2.98987921,-0.23583644399999998,0.9827914870000001,0,18690,0.548414561,17.34006022,0.936781097,2.7225012910000004,0.315779523,1.384109005,0.956466272
4,10,medium,390,5.196152423,6,4.0,2.807197977,0.441288781,0.9736553040000001,0,18772,0.575772329,21.29592947,0.9099927320000001,3.206483379,0.557245083,1.109534515,0.903732007
7,5,low,193,3.16227766,4,3.0,2.904490163,0.915179359,0.641849737,0,18783,0.500846256,10.75077851,0.9315257509999999,2.261777841,0.310111684,1.34458683,0.963920617
5,2,medium,440,9.591663047,6,2.0,2.1208512280000003,0.49762099,1.050641446,0,18970,0.621346194,28.41096469,0.9167113240000001,3.397467023,0.514137705,1.1947916790000002,0.93701598
3,1,medium,365,8.831760866,7,2.0,2.17306717,-0.14805864300000002,1.258354075,0,19280,0.590597886,23.04654841,0.921313484,3.137936157,0.405579918,1.325533908,0.940098277
6,5,medium,254,3.16227766,6,10.0,13.03900334,2.345179008,0.014385493999999999,0,19812,0.546367855,14.97286905,0.8653430129999999,2.868461876,0.541063187,1.118786687,0.8554140790000001
1,0,low,114,2.236067977,3,5.0,7.62510935,1.6896090419999998,0.022445188999999997,0,19982,0.498110245,7.157844813,0.888291794,2.097179476,0.67167271,0.83854758,0.834744017
2,1,high,343,3.8729833460000003,6,3.0,2.674616605,0.64616776,0.844109845,0,20023,0.53994649,16.37951284,0.897808979,2.992292372,0.595897886,1.028733665,0.863540358
0,0,medium,342,5.385164807000001,8,2.0,2.1055037480000003,-0.24938070399999998,1.363006903,0,20063,0.62185373,26.41764377,0.900521294,3.318230077,0.455280663,1.3176091840000002,0.9482478679999999
6,5,high,365,6.708203932000001,7,2.0,2.2327304,-0.37241743,1.2789470029999999,0,20156,0.607247078,22.72583756,0.953314054,3.28649216,0.627692275,1.060744183,0.930074066
0,10,medium,350,8.0,6,2.0,2.376087395,-1.9909963069999999,1.58315025,0,20376,0.599863224,20.46914794,0.961680419,3.199783205,0.6921644790000001,0.975570772,0.930174355
7,9,high,336,4.123105626,7,2.0,2.291611531,-0.335886859,1.2166440040000002,0,20400,0.547282143,18.10025927,0.8961844059999999,2.9452039919999997,0.41261657,1.269446487,0.9294396859999999
1,8,medium,313,13.82027496,6,2.0,2.2728754909999997,-0.833166884,1.3835791640000001,0,21007,0.71525225,27.66973573,0.986915652,3.446025259,0.837042217,0.92549832,0.976109415
2,3,high,432,23.36664289,8,2.0,2.1650090769999997,-1.834559656,1.7511933830000002,0,21052,0.77290744,38.35265855,0.970976032,4.05449855,1.306987947,0.7125334520000001,0.862092538
7,1,medium,320,4.582575695,6,4.0,3.19015908,0.8430112890000001,0.7182192359999999,0,21310,0.535421693,17.0672813,0.909175526,2.7446064860000003,0.279311578,1.489319328,0.9569061729999999
5,7,medium,303,7.071067812000001,7,2.0,2.053390867,-0.035160138,1.344741832,0,21595,0.658812033,24.64578264,0.895880144,3.5552479630000002,0.95601276,0.874608322,0.7366569140000001
1,0,medium,304,4.898979486,5,2.0,2.363196084,0.316240211,0.9260180029999999,0,21598,0.569056849,16.99875951,0.9605418929999999,2.9022496369999997,0.535601338,1.092607878,0.961092211
0,6,high,268,2.828427125,5,7.0,8.233328395,1.774443409,0.19854002199999998,0,22025,0.470852295,12.19319514,0.835608059,2.38679056,0.193207821,1.6605346109999999,0.9347316179999999
1,7,medium,337,5.385164807000001,7,2.0,2.217941413,-0.286565482,1.2634223690000002,0,22056,0.574635394,19.40454998,0.9121507879999999,3.138759288,0.582182898,1.08952553,0.888501805
4,5,low,270,6.8556546,6,2.0,2.376217713,-1.010708897,1.346180175,0,22249,0.5974726020000001,17.06559103,0.952700502,3.0399107969999997,0.748867673,0.921447811,0.9098275929999999
0,4,high,571,7.874007874,10,2.0,2.178578174,-1.1280320609999999,1.555389678,0,22394,0.617711762,32.38308569,0.9172866120000001,3.758587742,0.7146095990000001,1.015176832,0.845072873
5,3,high,311,4.358898944,6,2.0,2.162559115,-0.050266325,1.233357995,0,22549,0.58985366,18.97723708,0.890759167,3.256181184,0.8075752709999999,0.910330005,0.771539506
4,1,medium,308,8.717797887,5,3.0,2.7459894680000003,-0.669882097,1.194480797,0,22597,0.606196096,18.87770264,0.976984759,3.039145968,0.6543605060000001,0.990329803,0.9679211409999999
4,10,high,465,8.124038405,9,2.0,1.992374427,-0.697922261,1.647946039,0,22698,0.658241463,33.84492979,0.8940932890000001,4.024325773,1.0343565209999999,0.8629768790000001,0.607583768
2,3,high,329,4.795831523,6,5.0,2.9377775589999997,1.722975839,0.529619453,0,22919,0.593727955,19.44225446,0.9224856779999999,3.3153017339999997,0.855244343,0.876633672,0.785619961
4,2,high,368,7.071067812000001,7,5.0,2.869194631,0.7618755140000001,0.932468813,0,23062,0.6278645860000001,24.91352268,0.9419841720000001,3.4764608960000003,0.742379983,0.996576364,0.873396347
6,5,high,304,6.08276253,7,2.0,2.25935017,-4.434959709,2.17645277,0,23175,0.615151021,21.49203524,0.871572915,3.310811743,0.7492430790000001,0.979896661,0.805438188
7,1,high,421,8.831760866,7,2.0,2.336627091,-2.0440721369999997,1.629503177,0,23291,0.612921629,24.89411912,0.967585825,3.311266075,0.594123258,1.076507573,0.960468875
6,0,medium,305,5.656854248999999,6,2.0,2.2474446130000003,0.50774792,0.9291143,0,23292,0.5972710139999999,19.2324764,0.961161176,3.070915934,0.59643532,1.068384064,0.951849446
6,6,medium,275,4.795831523,7,2.0,2.282326834,-2.9654556710000004,1.87493979,0,23684,0.58728638,20.18685799,0.907736332,2.955620521,0.357636461,1.424318771,0.966622051
4,1,medium,344,19.26136028,6,4.0,2.96134491,-19.44055549,3.2866425830000003,0,23897,0.68836451,26.64059984,0.9527748629999999,3.2018770410000004,0.603667055,1.071857942,0.9411679079999999
1,7,high,480,5.196152423,8,2.0,2.176275509,-1.298273367,1.602870965,0,23925,0.59811324,27.64763752,0.888089272,3.5626967439999997,0.633551293,1.079464976,0.843543967
4,6,medium,345,14.52583905,6,2.0,2.361936056,-13.6216777,3.2655030010000003,0,23976,0.66939967,25.59121902,0.960972429,3.46528188,0.869071357,0.889236405,0.922103406
7,10,medium,392,7.937253932999999,7,2.0,2.131585953,0.439898956,1.066312474,0,24202,0.61393191,24.14529774,0.934296227,3.446532959,0.740484446,0.978543708,0.865673646
3,1,high,320,20.19900988,5,2.0,2.405058274,-1.517636315,1.451272451,0,24266,0.707549977,24.50147362,0.9207035370000001,3.338244962,0.9498761809999999,0.8065358770000001,0.954469954
3,10,medium,301,3.16227766,6,10.0,13.03900334,2.345179008,0.014385493999999999,0,24312,0.504207339,15.05373814,0.86794792,2.596954066,0.220036759,1.6171660719999998,0.960353543
6,10,medium,341,17.0,6,2.0,2.2811924080000003,-0.78910122,1.363348681,0,24427,0.705586832,27.56068121,0.966021108,3.431859976,0.8248504759999999,0.918566883,0.9669005999999999
3,6,low,162,2.645751311,4,2.0,2.648159681,-0.202746685,0.941918143,0,24514,0.52028777,9.399090514,0.9341574090000001,2.372196433,0.6486958589999999,0.901047222,0.900398542
0,0,high,382,4.582575695,8,2.0,2.148009852,0.246591053,1.133481144,0,24637,0.586186737,21.46533244,0.885918813,3.385231343,0.7681625059999999,0.94408434,0.776322974
5,6,high,335,5.656854248999999,7,4.0,2.683348578,-1.173102388,1.426640638,0,24975,0.616873834,23.00862166,0.89306596,3.431343609,0.7737566990000001,0.9742863429999999,0.797663025
2,4,high,345,4.242640687,7,2.0,2.343830632,-3.590893143,1.934473886,0,25063,0.580561158,19.26640355,0.90716843,3.226985949,0.746979312,0.936168762,0.8254964140000001
4,9,medium,270,7.483314774,5,2.0,2.4234376159999997,-1.696559769,1.4789912509999998,0,25431,0.639542929,19.85884025,0.983366485,3.08918153,0.704885999,0.973841677,0.97315942
1,2,high,393,5.567764362999999,7,2.0,2.173920056,0.154353806,1.145609372,0,25554,0.582510044,22.48037762,0.915907512,3.2657719010000004,0.545388629,1.140240819,0.906234907
7,3,high,385,6.633249581,6,2.0,2.405113841,-0.6880012959999999,1.236222002,0,25841,0.562144072,18.64511854,0.934711953,3.087892735,0.621041223,1.004361459,0.9102370909999999
3,9,medium,287,10.53565375,5,2.0,2.316849144,-0.712901653,1.311056086,0,25867,0.634529911,19.87132736,0.964900392,3.204778627,0.8243349659999999,0.8891302059999999,0.9266762159999999
