,Filename,Prompt,Language,Score Level,total word,distance,Hpoint,xmin,alpha,mu,sigma,logtrue,file,pl_s,pl_C,pl_R2,log_d,log_m,log_k,log_R2
76,12600.txt,P1,TEL,low,312,14.76482306,7,2,2.216750849,-3.367223049,2.026691844,0,12600.txt,0.721220453,29.21155236,0.97815825,3.594828713,0.913371463,0.905485221,0.934806961
77,12731.txt,P1,KOR,low,223,4.472135955,5,2,2.390432787,0.106347887,0.989902277,0,12731.txt,0.565852192,14.69394955,0.946010424,2.684895954,0.445519853,1.217122771,0.964758895
78,12779.txt,P3,TUR,medium,302,3.464101615,6,9,8.481321947,2.230356867,0.110831586,0,12779.txt,0.503668542,14.64228866,0.870902722,2.618910182,0.261690222,1.503609266,0.942805563
79,13148.txt,P1,DEU,medium,297,4.123105626,7,2,2.251504106,-0.726631825,1.370488632,0,13148.txt,0.566374427,18.24176889,0.885527744,3.010005574,0.488499468,1.200072217,0.900534786
80,13194.txt,P7,JPN,medium,295,7.810249676,6,2,2.230647174,-0.807416282,1.414324304,0,13194.txt,0.678552333,24.35274318,0.968970201,3.444619537,0.911450308,0.877506454,0.894999378
81,13210.txt,P2,TEL,high,342,5.830951895,6,2,2.339111413,0.048347003,1.048216007,0,13210.txt,0.585321355,19.25514862,0.964031686,3.077258941,0.603717255,1.03960233,0.952215674
82,13940.txt,P6,KOR,medium,339,10.81665383,6,2,2.227331621,-1.050322425,1.485665762,0,13940.txt,0.709786821,26.86383925,0.986241711,3.686581432,1.238129936,0.701655348,0.821036542
83,14157.txt,P2,FRA,medium,319,4.242640687,6,1,1.851084853,-1.145272918,1.501337497,1,14157.txt,0.526378319,16.34690293,0.879242144,2.81892789,0.347054015,1.366068321,0.918765555
84,14163.txt,P2,TEL,medium,319,11.13552873,6,2,2.182406826,-0.044762536,1.213518156,0,14163.txt,0.702704214,25.77089093,0.944444407,3.583342867,1.148073318,0.739310288,0.803053352
85,14288.txt,P4,ITA,medium,291,4.123105626,6,2,2.141817455,0.679304508,0.938493057,0,14288.txt,0.592206335,18.36588595,0.912090551,3.175679749,0.755035342,0.945586432,0.829290039
86,14382.txt,P4,ARA,medium,275,4.795831523,6,2,2.476437399,-12.19441998,2.958929735,0,14382.txt,0.598628006,16.54348958,0.931164554,3.098825118,0.93952937,0.778448524,0.80976012
87,14397.txt,P5,TUR,high,367,4.69041576,6,5,3.32269058,0.267796413,0.916332104,0,14397.txt,0.564776355,19.44934493,0.920532967,3.116620086,0.544360133,1.113059307,0.9105104
88,14471.txt,P5,JPN,low,274,6.557438524,7,2,2.19004527,0.568834663,0.949366849,0,14471.txt,0.582932268,20.00326802,0.943708173,2.724525582,0.199555735,1.768036137,0.971488455
89,15340.txt,P7,KOR,medium,297,5.916079783,7,2,2.223150573,-0.416416573,1.301707933,0,15340.txt,0.619504948,20.84505368,0.944551208,3.241934451,0.710300784,1.000662286,0.901547644
90,15663.txt,P6,SPA,high,348,5.567764363,7,2,2.109124975,-0.321990192,1.383528689,0,15663.txt,0.627603507,25.4927205,0.916128859,3.43832474,0.644342898,1.097655665,0.887765691
91,16003.txt,P7,DEU,high,410,6.32455532,7,2,2.188831829,0.191722196,1.117280649,0,16003.txt,0.613226009,22.89485676,0.940813515,3.541228665,0.998848242,0.792426823,0.750453051
92,16038.txt,P1,SPA,medium,254,23.28089345,6,4,2.60245155,-1.105004444,1.460132206,0,16038.txt,0.824024741,31.99998521,0.960422635,3.506311329,0.890163143,0.939987059,0.967486134
93,16073.txt,P8,TEL,high,324,5.291502622,6,3,2.942198408,-7.141239614,2.107517216,0,16073.txt,0.56377262,16.78892864,0.955810049,2.924184398,0.592033254,1.018480983,0.946305082
94,16793.txt,P8,HIN,high,390,8.888194417,6,2,2.313710492,-1.575294493,1.541329616,0,16793.txt,0.644093505,26.24330809,0.973798007,3.401464251,0.697433639,1.003776813,0.957250735
95,17339.txt,P3,DEU,medium,298,8.717797887,5,2,2.334380274,-0.796212641,1.321531849,0,17339.txt,0.676789849,21.7327929,0.978350648,3.398041822,1.122406261,0.718108583,0.874423976
96,17807.txt,P4,ITA,low,242,4.795831523,5,2,2.35644169,-1.060023102,1.375020068,0,17807.txt,0.612953813,16.733652,0.938259741,3.053374248,0.847037011,0.857341576,0.857851747
97,17845.txt,P2,TUR,medium,335,18.734994,6,2,2.321913767,-0.570871284,1.266077604,0,17845.txt,0.713448344,29.02866845,0.966438753,3.183605599,0.532141642,1.158414017,0.933965335
98,18090.txt,P4,KOR,high,347,36.3868108,6,2,2.212410295,-7.100623545,2.666091032,0,18090.txt,0.945049175,45.86874055,0.943426237,4.081727222,1.454456264,0.671131792,0.960866168
99,18443.txt,P3,ARA,medium,351,17.49285568,5,2,2.318526203,-0.291973835,1.181483073,0,18443.txt,0.68877995,25.98570765,0.959225459,3.346434287,0.796140138,0.91613762,0.966716404
100,18553.txt,P3,KOR,medium,339,8.94427191,7,2,2.084842855,0.255825189,1.194851983,0,18553.txt,0.642000687,25.51053284,0.943486584,3.448872816,0.694775453,1.051442754,0.900353579
101,18589.txt,P1,TUR,medium,329,3.741657387,6,4,2.986718863,1.094018615,0.68866176,0,18589.txt,0.548109617,16.72835118,0.918352889,2.969763117,0.556960193,1.073983403,0.90373688
102,18618.txt,P1,DEU,medium,350,8.94427191,7,2,2.256852163,-0.315913488,1.239301417,0,18618.txt,0.603175666,22.14264022,0.946777794,3.091627085,0.467751315,1.217637374,0.951390451
103,18690.txt,P1,ZHO,medium,333,5.656854249,6,3,2.98987921,-0.235836444,0.982791487,0,18690.txt,0.548414561,17.34006022,0.936781097,2.722501291,0.315779523,1.384109005,0.956466272
104,18772.txt,P5,ZHO,medium,390,5.196152423,6,4,2.807197977,0.441288781,0.973655304,0,18772.txt,0.575772329,21.29592947,0.909992732,3.206483379,0.557245083,1.109534515,0.903732007
105,18783.txt,P8,JPN,low,193,3.16227766,4,3,2.904490163,0.915179359,0.641849737,0,18783.txt,0.500846256,10.75077851,0.931525751,2.261777841,0.310111684,1.34458683,0.963920617
106,18970.txt,P6,FRA,medium,440,9.591663047,6,2,2.120851228,0.49762099,1.050641446,0,18970.txt,0.621346194,28.41096469,0.916711324,3.397467023,0.514137705,1.194791679,0.93701598
107,19280.txt,P4,DEU,medium,365,8.831760866,7,2,2.17306717,-0.148058643,1.258354075,0,19280.txt,0.590597886,23.04654841,0.921313484,3.137936157,0.405579918,1.325533908,0.940098277
108,19812.txt,P7,JPN,medium,254,3.16227766,6,10,13.03900334,2.345179008,0.014385494,0,19812.txt,0.546367855,14.97286905,0.865343013,2.868461876,0.541063187,1.118786687,0.855414079
109,19982.txt,P2,ARA,low,114,2.236067977,3,5,7.62510935,1.689609042,0.022445189,0,19982.txt,0.498110245,7.157844813,0.888291794,2.097179476,0.67167271,0.83854758,0.834744017
110,20023.txt,P3,DEU,high,343,3.872983346,6,3,2.674616605,0.64616776,0.844109845,0,20023.txt,0.53994649,16.37951284,0.897808979,2.992292372,0.595897886,1.028733665,0.863540358
111,20063.txt,P1,ARA,medium,342,5.385164807,8,2,2.105503748,-0.249380704,1.363006903,0,20063.txt,0.62185373,26.41764377,0.900521294,3.318230077,0.455280663,1.317609184,0.948247868
112,20156.txt,P7,JPN,high,365,6.708203932,7,2,2.2327304,-0.37241743,1.278947003,0,20156.txt,0.607247078,22.72583756,0.953314054,3.28649216,0.627692275,1.060744183,0.930074066
113,20376.txt,P1,ZHO,medium,350,8,6,2,2.376087395,-1.990996307,1.58315025,0,20376.txt,0.599863224,20.46914794,0.961680419,3.199783205,0.692164479,0.975570772,0.930174355
114,20400.txt,P8,TUR,high,336,4.123105626,7,2,2.291611531,-0.335886859,1.216644004,0,20400.txt,0.547282143,18.10025927,0.896184406,2.945203992,0.41261657,1.269446487,0.929439686
115,21007.txt,P2,TEL,medium,313,13.82027496,6,2,2.272875491,-0.833166884,1.383579164,0,21007.txt,0.71525225,27.66973573,0.986915652,3.446025259,0.837042217,0.92549832,0.976109415
116,21052.txt,P3,HIN,high,432,23.36664289,8,2,2.165009077,-1.834559656,1.751193383,0,21052.txt,0.77290744,38.35265855,0.970976032,4.05449855,1.306987947,0.712533452,0.862092538
117,21310.txt,P8,DEU,medium,320,4.582575695,6,4,3.19015908,0.843011289,0.718219236,0,21310.txt,0.535421693,17.0672813,0.909175526,2.744606486,0.279311578,1.489319328,0.956906173
118,21595.txt,P6,SPA,medium,303,7.071067812,7,2,2.053390867,-0.035160138,1.344741832,0,21595.txt,0.658812033,24.64578264,0.895880144,3.555247963,0.95601276,0.874608322,0.736656914
119,21598.txt,P2,ARA,medium,304,4.898979486,5,2,2.363196084,0.316240211,0.926018003,0,21598.txt,0.569056849,16.99875951,0.960541893,2.902249637,0.535601338,1.092607878,0.961092211
120,22025.txt,P1,KOR,high,268,2.828427125,5,7,8.233328395,1.774443409,0.198540022,0,22025.txt,0.470852295,12.19319514,0.835608059,2.38679056,0.193207821,1.660534611,0.934731618
121,22056.txt,P2,SPA,medium,337,5.385164807,7,2,2.217941413,-0.286565482,1.263422369,0,22056.txt,0.574635394,19.40454998,0.912150788,3.138759288,0.582182898,1.08952553,0.888501805
122,22249.txt,P5,JPN,low,270,6.8556546,6,2,2.376217713,-1.010708897,1.346180175,0,22249.txt,0.597472602,17.06559103,0.952700502,3.039910797,0.748867673,0.921447811,0.909827593
123,22394.txt,P1,ITA,high,571,7.874007874,10,2,2.178578174,-1.128032061,1.555389678,0,22394.txt,0.617711762,32.38308569,0.917286612,3.758587742,0.714609599,1.015176832,0.845072873
124,22549.txt,P6,HIN,high,311,4.358898944,6,2,2.162559115,-0.050266325,1.233357995,0,22549.txt,0.58985366,18.97723708,0.890759167,3.256181184,0.807575271,0.910330005,0.771539506
125,22597.txt,P5,DEU,medium,308,8.717797887,5,3,2.745989468,-0.669882097,1.194480797,0,22597.txt,0.606196096,18.87770264,0.976984759,3.039145968,0.654360506,0.990329803,0.967921141
126,22698.txt,P5,ZHO,high,465,8.124038405,9,2,1.992374427,-0.697922261,1.647946039,0,22698.txt,0.658241463,33.84492979,0.894093289,4.024325773,1.034356521,0.862976879,0.607583768
127,22919.txt,P3,HIN,high,329,4.795831523,6,5,2.937777559,1.722975839,0.529619453,0,22919.txt,0.593727955,19.44225446,0.922485678,3.315301734,0.855244343,0.876633672,0.785619961
128,23062.txt,P5,FRA,high,368,7.071067812,7,5,2.869194631,0.761875514,0.932468813,0,23062.txt,0.627864586,24.91352268,0.941984172,3.476460896,0.742379983,0.996576364,0.873396347
129,23175.txt,P7,JPN,high,304,6.08276253,7,2,2.25935017,-4.434959709,2.17645277,0,23175.txt,0.615151021,21.49203524,0.871572915,3.310811743,0.749243079,0.979896661,0.805438188
130,23291.txt,P8,DEU,high,421,8.831760866,7,2,2.336627091,-2.044072137,1.629503177,0,23291.txt,0.612921629,24.89411912,0.967585825,3.311266075,0.594123258,1.076507573,0.960468875
131,23292.txt,P7,ARA,medium,305,5.656854249,6,2,2.247444613,0.50774792,0.9291143,0,23292.txt,0.597271014,19.2324764,0.961161176,3.070915934,0.59643532,1.068384064,0.951849446
132,23684.txt,P7,KOR,medium,275,4.795831523,7,2,2.282326834,-2.965455671,1.87493979,0,23684.txt,0.58728638,20.18685799,0.907736332,2.955620521,0.357636461,1.424318771,0.966622051
133,23897.txt,P5,DEU,medium,344,19.26136028,6,4,2.96134491,-19.44055549,3.286642583,0,23897.txt,0.68836451,26.64059984,0.952774863,3.201877041,0.603667055,1.071857942,0.941167908
134,23925.txt,P2,SPA,high,480,5.196152423,8,2,2.176275509,-1.298273367,1.602870965,0,23925.txt,0.59811324,27.64763752,0.888089272,3.562696744,0.633551293,1.079464976,0.843543967
135,23976.txt,P5,KOR,medium,345,14.52583905,6,2,2.361936056,-13.6216777,3.265503001,0,23976.txt,0.66939967,25.59121902,0.960972429,3.46528188,0.869071357,0.889236405,0.922103406
136,24202.txt,P8,ZHO,medium,392,7.937253933,7,2,2.131585953,0.439898956,1.066312474,0,24202.txt,0.61393191,24.14529774,0.934296227,3.446532959,0.740484446,0.978543708,0.865673646
137,24266.txt,P4,DEU,high,320,20.19900988,5,2,2.405058274,-1.517636315,1.451272451,0,24266.txt,0.707549977,24.50147362,0.920703537,3.338244962,0.949876181,0.806535877,0.954469954
138,24312.txt,P4,ZHO,medium,301,3.16227766,6,10,13.03900334,2.345179008,0.014385494,0,24312.txt,0.504207339,15.05373814,0.86794792,2.596954066,0.220036759,1.617166072,0.960353543
139,24427.txt,P7,ZHO,medium,341,17,6,2,2.281192408,-0.78910122,1.363348681,0,24427.txt,0.705586832,27.56068121,0.966021108,3.431859976,0.824850476,0.918566883,0.9669006
140,24514.txt,P4,KOR,low,162,2.645751311,4,2,2.648159681,-0.202746685,0.941918143,0,24514.txt,0.52028777,9.399090514,0.934157409,2.372196433,0.648695859,0.901047222,0.900398542
